"AcceptedSymbol","AcceptedSpecies","SynonymSymbol","Symbol","ScientificName","USDA_CName","Family","FamilyCommonName","GrowthHabit","Duration","Guild","Guild_PCLTEM","Origin"
"SYTU2","Symphyotrichum turbinellum","ASTU2","ASTU2","Aster turbinellus","Prairie wild aster","Asteraceae","Aster family","Forb/herb, Subshrub","Perennial","forb","summer","N"
"SYUR","Symphyotrichum urophyllum","ASSA13","ASSA13","Aster sagittifolius","Arrow-leaved aster","Asteraceae","Aster family","Forb/herb","Perennial","forb","NA","N"
"TAIN","Taenidia integerrima","NA","TAIN","Taenidia integerrima","yellow pimpernel","Apiaceae","Carrot family","Forb/herb","Perennial","forb","spring","N"
"TALA2","Taraxacum laevigatum","NA","TALA2","Taraxacum laevigatum","rock dandelion","Asteraceae","Aster family","Forb/herb","Perennial","forb","NA","I"
"TAOF","Taraxacum officinale","NA","TAOF","Taraxacum officinale","common dandelion","Asteraceae","Aster family","Forb/herb","Perennial","forb","spring","I"
"TEAC","Tetraneuris acaulis","NA","TEAC","Tetraneuris acaulis","stemless four-nerve daisy","Asteraceae","Aster family","Forb/herb","Perennial","forb","spring","N"
"TECA3","Teucrium canadense","NA","TECA3","Teucrium canadense","Canada germander","Lamiaceae","Mint family","Forb/herb","Perennial","forb","summer","N"
"TEVI","Tephrosia virginiana","NA","TEVI","Tephrosia virginiana","Virginia tephrosia","Fabaceae","Pea family","Subshrub, Forb/herb","Perennial","forb","legume","N"
"THAR5","Thlaspi arvense","NA","THAR5","Thlaspi arvense","field pennycress","Brassicaceae","Mustard family","Forb/herb","Annual","forb","annual-biennial","I"
"THBA","Thaspium barbinode","NA","THBA","Thaspium barbinode","hairyjoint meadowparsnip","Apiaceae","Carrot family","Forb/herb","Perennial","forb","spring","N"
"THDA","Thalictrum dasycarpum","NA","THDA","Thalictrum dasycarpum","purple meadow-rue","Ranunculaceae","Buttercup family","Forb/herb","Perennial","forb","spring","N"
"THFI","Thelesperma filifolium","NA","THFI","Thelesperma filifolium","stiff greenthread","Asteraceae","Aster family","Forb/herb","Annual, Perennial","forb","summer","N"
"THIN6","Thinopyrum intermedium","ELIN7","ELIN7","Elytrigia intermedia","intermediate wheatgrass","Poaceae","Grass family","Graminoid","Perennial","grass","coolgrass","I"
"THNO","Thelypteris noveboracensis","NA","THNO","Thelypteris noveboracensis","New York fern","Thelypteridaceae","Marsh Fern family","Forb/herb","Perennial","fern","fern","N"
"THPO7","Thinopyrum ponticum","ELEL6","ELEL6","Elytrigia elongata","Tall wheatgrass","Poaceae","Grass family","Graminoid","Perennial","grass","coolgrass","I"
"THRH","Thermopsis rhombifolia","NA","THRH","Thermopsis rhombifolia","prairie thermopsis","Fabaceae","Pea family","Forb/herb","Perennial","forb","legume","N"
"THTH2","Thalictrum thalictroides","NA","THTH2","Thalictrum thalictroides","rue anemone","Ranunculaceae","Buttercup family","Forb/herb","Perennial","forb","ephemeral","N"
"TIAM","Tilia americana","NA","TIAM","Tilia americana","American basswood","Tiliaceae","Linden family","Tree","Perennial","woody","woody","N"
"TOAR","Torilis arvensis","NA","TOAR","Torilis arvensis","spreading hedgeparsley","Apiaceae","Carrot family","Forb/herb","Annual","forb","summer","I"
"TOGR","Townsendia grandiflora","NA","TOGR","Townsendia grandiflora","largeflower Townsend daisy","Asteraceae","Aster family","Forb/herb","Biennial","forb","spring","N"
"TOJA","Torilis japonica","NA","TOJA","Torilis japonica","erect hedgeparsley","Apiaceae","Carrot family","Forb/herb","Annual","forb","annual-biennial","I"
"TORA2","Toxicodendron radicans","NA","TORA2","Toxicodendron radicans","eastern poison ivy","Anacardiaceae","Sumac family","Shrub, Forb/herb, Subshrub, Vine","Perennial","woody","woody","N"
"TORY","Toxicodendron rydbergii","NA","TORY","Toxicodendron rydbergii","western poison ivy","Anacardiaceae","Sumac family","Shrub, Forb/herb, Subshrub, Vine","Perennial","woody","woody","N"
"TRAGI","Tragia","NA","TRAGI","Tragia","noseburn","Euphorbiaceae","Spurge family","Forb/herb","	Perennial","forb","NA","N"
"TRAR4","Trifolium arvense","NA","TRAR4","Trifolium arvense","rabbitfoot clover","Fabaceae","Pea family","Forb/herb","Annual","forb","NA","N"
"TRBE4","Tragia betonicifolia","NA","TRBE4","Tragia betonicifolia","betonyleaf noseburn","Euphorbiaceae","Spurge family","Forb/herb","Perennial","forb","summer","N"
"TRBR","Tradescantia bracteata","NA","TRBR","Tradescantia bracteata","longbract spiderwort","Commelinaceae","Spiderwort family","Forb/herb","Perennial","forb","spring","N"
"TRBR5","Trichostema brachiatum","NA","TRBR5","Trichostema brachiatum","fluxweed","Lamiaceae","Mint family","Forb/herb","Annual","forb","annual-biennial","N"
"TRCA5","Trifolium campestre","NA","TRCA5","Trifolium campestre","field clover","Fabaceae","Pea family","Forb/herb","Annual, Biennial","forb","legume","I"
"TRDA3","Tripsacum dactyloides","NA","TRDA3","Tripsacum dactyloides","eastern gamagrass","Poaceae","Grass family","Graminoid","Perennial","grass","warmgrass","N"
"TRDI","Trachelospermum difforme","NA","TRDI","Trachelospermum difforme","climbing dogbane","Apocynaceae","Dogbane family","Vine","	Perennial","vine","NA","N"
"TRDI2","Trichostema dichotomum","NA","TRDI2","Trichostema dichotomum","forked bluecurls","Lamiaceae","Mint family","Forb/herb","Annual","forb","annual-biennial","N"
"TRDU","Tragopogon dubius","NA","TRDU","Tragopogon dubius","yellow salsify","Asteraceae","Aster family","Forb/herb","Annual, Biennial","forb","annual-biennial","I"
"TRFL2","Tridens flavus","NA","TRFL2","Tridens flavus","purpletop tridens","Poaceae","Grass family","Graminoid","Perennial","grass","warmgrass","N"
"TRHI5","Tradescantia hirsuticaulis","NA","TRHI5","Tradescantia hirsuticaulis","hairystem spiderwort","Commelinaceae","Spiderwort family","Forb/herb","Perennial","forb","spring","N"
"TRIFO","Trifolium","NA","TRIFO","Trifolium","clover","Fabaceae","Pea family","Forb/herb","NA","forb","spring","I"
"TRLE3","Triodanis leptocarpa","NA","TRLE3","Triodanis leptocarpa","slimpod Venus' looking-glass","Campanulaceae","Bellflower family","Forb/herb","Annual","forb","annual-biennial","N"
"TROC","Tradescantia occidentalis","NA","TROC","Tradescantia occidentalis","prairie spiderwort","Commelinaceae","Spiderwort family","Forb/herb","Perennial","forb","spring","N"
"TROH","Tradescantia ohiensis","NA","TROH","Tradescantia ohiensis","bluejacket","Commelinaceae","Spiderwort family","Forb/herb","Perennial","forb","spring","N"
"TRPE4","Triodanis perfoliata","NA","TRPE4","Triodanis perfoliata","clasping Venus' looking-glass","Campanulaceae","Bellflower family","Forb/herb","Annual","forb","annual-biennial","N"
"TRPE5","Triosteum perfoliatum","NA","TRPE5","Triosteum perfoliatum","feverwort","Caprifoliaceae","Honeysuckle family","Forb/herb","Perennial","forb","spring","N"
"TRPR2","Trifolium pratense","NA","TRPR2","Trifolium pratense","red clover","Fabaceae","Pea family","Forb/herb","Biennial, Perennial","forb","legume","I"
"TRRA5","Tragia ramosa","NA","TRRA5","Tragia ramosa","branched noseburn","Euphorbiaceae","Spurge family","Forb/herb","Perennial","forb","summer","N"
"TRRE3","Trifolium repens","NA","TRRE3","Trifolium repens","white clover","Fabaceae","Pea family","Forb/herb","Perennial","forb","legume","I"
"TRSE2","Trillium sessile","NA","TRSE2","Trillium sessile","toadshade","Liliaceae","Lily family","Forb/herb","Perennial","forb","ephemeral","N"
"TRTH","Tradescantia tharpii","NA","TRTH","Tradescantia tharpii","Tharp's spiderwort","Commelinaceae","Spiderwort family","Forb/herb","Perennial","forb","spring","N"
"TRTR3","Triphora trianthophora","NA","TRTR3","Triphora trianthophora","threebirds","Orchidaceae","Orchid family","Forb/herb","Perennial","forb","summer","N"
"ULAL","Ulmus alata","NA","ULAL","Ulmus alata","winged elm","Ulmaceae","Elm family","Tree","Perennial","woody","NA","N"
"ULAM","Ulmus americana","NA","ULAM","Ulmus americana","American elm","Ulmaceae","Elm family","Tree","Perennial","woody","woody","N"
"ULMUS","Ulmus","NA","ULMUS","Ulmus","elm","Ulmaceae","Elm family","Tree, Shrub","	Perennial","woody","woody","N"
"ULPU","Ulmus pumila","NA","ULPU","Ulmus pumila","Siberian elm","Ulmaceae","Elm family","Tree","Perennial","woody","woody","I"
"ULRU","Ulmus rubra","NA","ULRU","Ulmus rubra","slippery elm","Ulmaceae","Elm family","Tree","Perennial","woody","woody","N"
"UNKFORB","Unknown forb","NA","UNKFORB","Unknown forb","unknown forb","NA","NA","Forb/herb","NA","forb","NA","N"
"UNKGRASS","Unknown grass","NA","UNKGRASS","Unknown grass","Unknown grass","Poaceae","Grass family","Graminoid","NA","grass","NA","N"
"UNKTREE","Unknown tree","NA","UNKTREE","Unknown tree","Unknown tree","NA","NA","Tree","	Perennial","woody","woody","N"
"URDIG","Urtica dioica ssp. gracilis","NA","URDIG","Urtica dioica ssp. gracilis","California nettle","Urticaceae","Nettle family","Forb/herb","Perennial","forb","summer","N"
"UVGR","Uvularia grandiflora","NA","UVGR","Uvularia grandiflora","largeflower bellwort","Liliaceae","Lily family","Forb/herb","Perennial","forb","spring","N"
"UVPE","Uvularia perfoliata","NA","UVPE","Uvularia perfoliata","perfoliate bellwort","Liliaceae","Lily family","Forb/herb","Perennial","forb","NA","N"
"VAAR","Vaccinium arboreum","NA","VAAR","Vaccinium arboreum","farkleberry","Ericaceae","Blueberry family","Shrub, Tree","	Perennial","woody","NA","N"
"VACCI","Vaccinium","NA","VACCI","Vaccinium","blueberry","Ericaceae","Blueberry family","Shrub","Perennial","woody","spring","N"
"VAPA4","Vaccinium pallidum","NA","VAPA4","Vaccinium pallidum","Blue Ridge blueberry","Ericaceae","Blueberry family","Shrub, Subshrub","	Perennial","woody","NA","N"
"VARA","Valerianella radiata","NA","VARA","Valerianella radiata","beaked cornsalad","Valerianaceae","Valerian family","Forb/herb","Annual","forb","annual-biennial","N"
"VAST","Vaccinium stamineum","NA","VAST","Vaccinium stamineum","deerberry","Ericaceae","Blueberry family","Shrub","	Perennial","woody","NA","N"
"VEAL","Verbesina alternifolia","NA","VEAL","Verbesina alternifolia","wingstem","Asteraceae","Aster family","Forb/herb","Perennial","forb","summer","N"
"VEAR","Veronica arvensis","NA","VEAR","Veronica arvensis","corn speedwell","Scrophulariaceae","Figwort family","Forb/herb","Annual","forb","annual-biennial","I"
"VEAR3","Vernonia arkansana","NA","VEAR3","Vernonia arkansana","Arkansas ironweed","Asteraceae","Aster family","Forb/herb","Perennial","forb","summer","N"
"VEBA","Vernonia baldwinii","NA","VEBA","Vernonia baldwinii","Baldwin's ironweed","Asteraceae","Aster family","Forb/herb","Perennial","forb","summer","N"
"VEBL","Verbascum blattaria","NA","VEBL","Verbascum blattaria","moth mullein","Scrophulariaceae","Figwort family","Forb/herb","Biennial","forb","NA","N"
"VEBR","Verbena bracteata","NA","VEBR","Verbena bracteata","bigbract verbena","Verbenaceae","Verbena family","Forb/herb","Annual, Biennial, Perennial","forb","NA","N"
"VEFA2","Vernonia fasciculata","NA","VEFA2","Vernonia fasciculata","prairie ironweed","Asteraceae","Aster family","Forb/herb","Perennial","forb","spring","N"
"VEHA2","Verbena hastata","NA","VEHA2","Verbena hastata","swamp verbena","Verbenaceae","Verbena family","Forb/herb","Biennial, Perennial","forb","summer","N"
"VEHE","Verbesina helianthoides","NA","VEHE","Verbesina helianthoides","gravelweed","Asteraceae","Aster family","Forb/herb","Perennial","forb","NA","N"
"VEPE2","Veronica peregrina","NA","VEPE2","Veronica peregrina","neckweed","Scrophulariaceae","Figwort family","Forb/herb","Annual","forb","annual-biennial","N"
"VERNO","Vernonia","NA","VERNO","Vernonia","ironweed","Asteraceae","Aster family","NA","NA","forb","summer","N"
"VESI","Verbena simplex","NA","VESI","Verbena simplex","narrowleaf vervain","Verbenaceae","Verbena family","Forb/herb","Perennial","forb","spring","N"
"VEST","Verbena stricta","NA","VEST","Verbena stricta","hoary verbena","Verbenaceae","Verbena family","Forb/herb","Annual, Perennial","forb","spring","N"
"VETH","Verbascum thapsus","NA","VETH","Verbascum thapsus","common mullein","Scrophulariaceae","Figwort family","Forb/herb","Biennial","forb","annual-biennial","I"
"VEUR","Verbena urticifolia","NA","VEUR","Verbena urticifolia","white vervain","Verbenaceae","Verbena family","Forb/herb","Perennial","forb","summer","N"
"VEVI3","Verbesina virginica","NA","VEVI3","Verbesina virginica","white crownbeard","Asteraceae","Aster family","Forb/herb","Perennial","forb","NA","N"
"VEVI4","Veronicastrum virginicum","NA","VEVI4","Veronicastrum virginicum","Culver's root","Scrophulariaceae","Figwort family","Forb/herb","Perennial","forb","spring","N"
"VIAE","Vitis aestivalis","NA","VIAE","Vitis aestivalis","summer grape","Vitaceae","Grape family","Vine","Perennial","woody","woody","N"
"VIAM","Vicia americana","NA","VIAM","Vicia americana","American vetch","Fabaceae","Pea family","Forb/herb, vine","Perennial","forb","legume","N"
"VIBI","Viola bicolor","NA","VIBI","Viola bicolor","field pansy","Violaceae","Violet family","Forb/herb","Annual","forb","annual-biennial","N"
"VIBUR","Viburnum","NA","VIBUR","Viburnum","viburnum","Caprifoliaceae","Honeysuckle family","Shrub","	Perennial","woody","woody","N"
"VICA2","Vicia caroliniana","NA","VICA2","Vicia caroliniana","Carolina vetch","Fabaceae","Pea family","Forb/herb, vine","	Perennial","forb","NA","N"
"VIDE","Viburnum dentatum","NA","VIDE","Viburnum dentatum","southern arrowwood","Caprifoliaceae","Honeysuckle family","Shrub","Perennial","woody","woody","N"
"VILE","Viburnum lentago","NA","VILE","Viburnum lentago","nannyberry","Caprifoliaceae","Honeysuckle family","Shrub","Perennial","woody","woody","N"
"VIMI2","Vinca minor","NA","VIMI2","Vinca minor","common periwinkle","Apocynaceae","Dogbane family","Forb/herb, vine","Perennial","vine","spring","I"
"VIMI3","Viola missouriensis","NA","VIMI3","Viola missouriensis","Missouri violet","Violaceae","Violet family","Forb/herb","Annual, Perennial","forb","spring","N"
"VINE","Viola nephrophylla","VIPR5","VIPR5","Viola pratincola","northern bog violet","Violaceae","Violet family","Forb/herb","Annual, Perennial","forb","ephemeral","N"
"VINU2","Viola nuttallii","NA","VINU2","Viola nuttallii","Nuttall's violet","Violaceae","Violet family","Forb/herb","Perennial","forb","spring","N"
"VIOLA","Viola","NA","VIOLA","Viola","violet","Violaceae","Violet family","Forb/herb","NA","forb","ephemeral","N"
"VIPE2","Viola pedatifida","NA","VIPE2","Viola pedatifida","prairie violet","Violaceae","Violet family","Forb/herb","Perennial","forb","spring","N"
"VIPR","Viburnum prunifolium","NA","VIPR","Viburnum prunifolium","blackhaw","Caprifoliaceae","Honeysuckle family","Shrub","Perennial","woody","woody","N"
"VIPU3","Viola pubescens","NA","VIPU3","Viola pubescens","downy yellow violet","Violaceae","Violet family","Forb/herb","Perennial","forb","spring","N"
"VIRA","Viburnum rafinesqueanum","NA","VIRA","Viburnum rafinesqueanum","downy arrowwood","Caprifoliaceae","Honeysuckle family","Shrub","Perennial","woody","woody","N"
"VIRI","Vitis riparia","NA","VIRI","Vitis riparia","riverbank grape","Vitaceae","Grape family","Vine","Perennial","woody","woody","N"
"VIRO3","Vitis rotundifolia","NA","VIRO3","Vitis rotundifolia","muscadine","Vitaceae","Grape family","Vine","Perennial","woody","NA","N"
"VIRU","Viburnum rufidulum","NA","VIRU","Viburnum rufidulum","rusty blackhaw","Caprifoliaceae","Honeysuckle family","Shrub","Perennial","woody","woody","N"
"VISA","Vicia sativa","NA","VISA","Vicia sativa","garden vetch","Fabaceae","Pea family","Forb/herb, vine","Annual","forb","summer","I"
"VISO","Viola sororia","NA","VISO","Viola sororia","common blue violet","Violaceae","Violet family","Forb/herb","Annual, Perennial","forb","spring","N"
"VIST3","Viola striata","NA","VIST3","Viola striata","striped cream violet","Violaceae","Violet family","Forb/herb","Perennial","forb","spring","N"
"VITIS","Vitis","NA","VITIS","Vitis","grape","Vitaceae","Grape family","Vine","	Perennial","woody","woody","N"
"VITR","Viola tricolor","NA","VITR","Viola tricolor","johnny jumpup","Violaceae","Violet family","Forb/herb","Annual","forb","spring","I"
"VITRT2","Viola triloba","NA","VITRT2","Viola triloba","three-lobed violet","Violaceae","Violet family","Forb/herb","Perennial","forb","NA","N"
"VIVU","Vitis vulpina","NA","VIVU","Vitis vulpina","frost grape","Vitaceae","Grape family","Vine","Perennial","vine","NA","N"
"VUOC","Vulpia octoflora","NA","VUOC","Vulpia octoflora","sixweeks fescue","Poaceae","Grass family","Graminoid","Annual","grass","coolgrass","N"
"WHTOAK","White oak group","NA","NA","White oak group","NA","Fagaceae","Beech family","Tree","	Perennial","woody","NA","N"
"WOIL","Woodsia ilvensis","NA","WOIL","Woodsia ilvensis","rusty woodsia","Dryopteridaceae","Wood Fern family","Forb/herb","Perennial","fern","NA","N"
"WOOB2","Woodsia obtusa","NA","WOOB2","Woodsia obtusa","bluntlobe cliff fern","Dryopteridaceae","Wood Fern family","Forb/herb","Perennial","fern","fern","N"
"XAST","Xanthium strumarium","NA","XAST","Xanthium strumarium","rough cocklebur","Asteraceae","Aster family","Forb/herb","Annual","forb","annual-biennial","N"
"YUGL","Yucca glauca","NA","YUGL","Yucca glauca","soapweed yucca","Agavaceae","Century-plant family","Subshrub, Shrub, Forb/herb","Perennial","woody","woody","N"
"ZAAM","Zanthoxylum americanum","NA","ZAAM","Zanthoxylum americanum","common pricklyash","Rutaceae","Rue family","Shrub","Perennial","woody","woody","N"
"ZIAP","Zizia aptera","NA","ZIAP","Zizia aptera","meadow zizia","Apiaceae","Carrot family","Forb/herb","Perennial","forb","spring","N"
